"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","HR Business Partner","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Business Partner","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Business Partner","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Business Partner","1.61","Human Resources Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Business Partner","2.00","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Business Partner","4.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Manager","3.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Senior HR Manager","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","Solutions Manager","1.00","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","54760","65050","Head of Division","2.40","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","54760","65050","HR Business Partner","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","54760","65050","HR Manager","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","54760","65050","Senior HR Business Partner","6.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","54760","65050","HR Business Partner","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Head of Division","3.80","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Learning and Development Team Leader","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Senior HR Business Partner","2.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Senior HR Business Partner","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Senior HR Business Partner","0.73","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Senior HR Business Partner","2.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","50850","59670","Senior HR Manager","0.89","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Legal (Nat)","50850","59670","Learning and Development Team Leader","0.81","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Lon)","69680","79410","Business Manager","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Lon)","69680","79410","Head of Division","0.86","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Lon)","69680","79410","Senior HR Business Partner","2.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Nat)","67000","77290","Head of Division","2.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Nat)","67000","77290","Head of Division","3.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Lon)","26970","30110","Project Support Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Lon)","26970","30110","Senior Personal Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","25480","28430","Business Support Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","25480","28430","Policy Assistant","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","25480","28430","Policy Assistant","1.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Lon)","31560","35020","Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Lon)","31560","35020","Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Lon)","31560","35020","Project Support Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","30130","33310","Business Support Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","30130","33310","Policy Advisor","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","39750","45530","Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","39750","45530","Private Secretary","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38180","43390","Policy Advisor","1.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","54760","65050","Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","54760","65050","Delivery Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","54760","65050","Senior Policy Advisor","5.79","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","54760","65050","Senior Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","54760","65050","Senior Policy Advisor","7.59","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","54760","65050","Strategic Policy Advisor","4.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Business Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Delivery Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","50850","59670","Strategic Policy Advisor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Lon)","54760","65050","Senior Policy Advisor","2.87","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Nat)","50850","59670","Senior Policy Advisor","1.60","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Nat)","50850","59670","Senior Policy Advisor","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Lon)","69680","79410","Unit Head","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Lon)","69680","79410","Unit Head","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Government Legal Profession","East of England"
