"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 (Nat)","26900","28850","Caseworker","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 Paralegal Off (Nat)","26900","28850","Caseworker","5.8","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 Paralegal Off (Nat)","26900","28850","Caseworker","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 Paralegal Off (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 Paralegal Off (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 Paralegal Off (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B1 Paralegal Off (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 (Lon)","32660","35550","Examiner","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 (Lon)","32660","35550","Examiner","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 (Nat)","31180","33810","Paralegal Business Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 (Nat)","31180","33810","Paralegal Business Manager","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 Paralegal BM (Lon)","32660","35550","Paralegal Business Manager","<5","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 Paralegal BM (Lon)","32660","35550","Paralegal Business Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","PROCEEDS OF CRIME","CPS-G-022","Level B2 Paralegal BM (Nat)","31180","33810","Paralegal Business Manager","<5","Government Legal Profession","London"
